File Path,File Name,Owner,Extension,Size (MB),Modification Time,Access Time,Creation Time,Parent Directory,Permissions,Is File,Is Symlink,Absolute Path,Metadata
tests\test_pptx_processor.py,test_pptx_processor.py,AD/BLUO,.py,0.002901,2024-02-05 18:42:07,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_pptx_processor.py,"{""num_lines"": 76, ""num_functions"": 6, ""num_classes"": 0}"
tests\test_py_processor.py,test_py_processor.py,AD/BLUO,.py,0.001846,2024-02-05 18:41:58,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_py_processor.py,"{""num_lines"": 46, ""num_functions"": 4, ""num_classes"": 0}"
tests\test_rtf_processor.py,test_rtf_processor.py,AD/BLUO,.py,0.001155,2024-02-05 18:42:02,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_rtf_processor.py,"{""num_lines"": 36, ""num_functions"": 4, ""num_classes"": 0}"
tests\test_tif_processor.py,test_tif_processor.py,AD/BLUO,.py,0.001513,2024-02-05 18:42:56,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_tif_processor.py,"{""num_lines"": 40, ""num_functions"": 4, ""num_classes"": 0}"
tests\test_transcription_decorator.py,test_transcription_decorator.py,AD/BLUO,.py,0.003145,2024-03-01 12:53:03,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_transcription_decorator.py,"{""num_lines"": 58, ""num_functions"": 3, ""num_classes"": 0}"
tests\test_txt_processor.py,test_txt_processor.py,AD/BLUO,.py,0.001491,2024-02-05 18:43:13,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_txt_processor.py,"{""num_lines"": 39, ""num_functions"": 4, ""num_classes"": 0}"
tests\test_xlsx_processor.py,test_xlsx_processor.py,AD/BLUO,.py,0.002554,2024-02-05 18:43:01,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_xlsx_processor.py,"{""num_lines"": 62, ""num_functions"": 5, ""num_classes"": 0}"
tests\test_xml_processor.py,test_xml_processor.py,AD/BLUO,.py,0.001359,2024-02-05 18:43:20,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_xml_processor.py,"{""num_lines"": 38, ""num_functions"": 4, ""num_classes"": 0}"
tests\test_zip_processor.py,test_zip_processor.py,AD/BLUO,.py,0.002628,2024-02-05 18:43:32,2024-03-01 13:08:27,2024-01-15 15:34:01,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\test_zip_processor.py,"{""num_lines"": 74, ""num_functions"": 7, ""num_classes"": 0}"
tests\__init__.py,__init__.py,AD/BLUO,.py,0.0,2024-01-24 19:20:00,2024-01-24 19:20:00,2024-01-15 15:33:58,tests,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\__init__.py,"{""num_lines"": 0, ""num_functions"": 0, ""num_classes"": 0}"
tests\resources\directory_test_files\2021_Census_English.csv,2021_Census_English.csv,AD/BLUO,.csv,5.384414,1973-03-03 09:46:40,2024-03-01 13:08:35,2024-01-15 15:33:58,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\2021_Census_English.csv,"{""encoding"": ""ISO-8859-1"", ""num_rows"": 36835, ""num_cols"": 23, ""num_cells"": 847205, ""empty_cells"": 253932}"
tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners.pdf,ArtificialNeuralNetworksForBeginners.pdf,AD/BLUO,.pdf,0.221266,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners.pdf,"{""has_password"": false, ""author"": ""Carlos Gershenson"", ""producer"": ""Corel PDF Engine Version 11.245""}"
tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,ArtificialNeuralNetworksForBeginners_Locked.pdf,AD/BLUO,.pdf,0.222102,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,"{""has_password"": true}"
tests\resources\directory_test_files\government_of_canada_wikipedia.txt,government_of_canada_wikipedia.txt,AD/BLUO,.txt,0.039357,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\government_of_canada_wikipedia.txt,"{""encoding"": ""utf-8"", ""num_lines"": 306, ""num_words"": 5691}"
tests\resources\directory_test_files\Health - Canada.ca.html,Health - Canada.ca.html,AD/BLUO,.html,0.168865,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Health - Canada.ca.html,"{""encoding"": ""utf-8"", ""num_lines"": 3439, ""num_words"": 11162}"
tests\resources\directory_test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,HealthCanadaOverviewFromWikipedia_Locked.docx,AD/BLUO,.docx,0.019456,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,"{""author"": null, ""last_modified_by"": null, ""has_password"": true}"
tests\resources\directory_test_files\Health_Canada_logo.png,Health_Canada_logo.png,AD/BLUO,.png,0.004125,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Health_Canada_logo.png,"{""original_format"": ""GIF"", ""mode"": ""P"", ""width"": 303, ""height"": 40}"
tests\resources\directory_test_files\Microsoft Copilot Presentation - Copy.pptx,Microsoft Copilot Presentation - Copy.pptx,AD/BLUO,.pptx,100.174789,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Microsoft Copilot Presentation - Copy.pptx,"{""author"": """", ""last_modified_by"": ""Prazuch, Karolina (HC/SC)"", ""num_slides"": 33, ""has_password"": false}"
tests\resources\directory_test_files\Test Email.msg,Test Email.msg,AD/BLUO,.msg,0.0768,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Test Email.msg,"{""subject"": ""Test Email"", ""date"": ""Mon, 18 Sep 2023 13:57:16 -0400"", ""sender"": ""\""Burnett, Taylen (HC/SC)\"" <Taylen.Burnett@hc-sc.gc.ca>""}"
tests\resources\directory_test_files\Test_excel_file.xlsx,Test_excel_file.xlsx,AD/BLUO,.xlsx,0.011885,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Test_excel_file.xlsx,"{""active_sheet"": ""Sheet3"", ""sheet_names"": [""Sheet1"", ""Sheet2"", ""Sheet3""], ""last_modified_by"": ""Burnett, Taylen (HC/SC)"", ""creator"": ""Burnett, Taylen (HC/SC)"", ""has_password"": false}"
tests\resources\directory_test_files\!@#$%^&()\Sample.xml,Sample.xml,AD/BLUO,.xml,0.004548,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files\!@#$%^&(),Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\!@#$%^&()\Sample.xml,"{""encoding"": ""ascii"", ""num_lines"": 120, ""num_words"": 336}"
tests\resources\directory_test_files\0.1.2.3.4.5\HealthCanadaOverviewFromWikipedia.pptx,HealthCanadaOverviewFromWikipedia.pptx,AD/BLUO,.pptx,0.037021,2024-01-15 15:33:58,2024-03-01 13:08:36,2024-01-15 15:33:58,tests\resources\directory_test_files\0.1.2.3.4.5,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\0.1.2.3.4.5\HealthCanadaOverviewFromWikipedia.pptx,"{""author"": ""Test Author One"", ""last_modified_by"": ""Test last_modified_by One"", ""num_slides"": 4, ""has_password"": false}"
tests\resources\directory_test_files\directory_test_files\HealthCanadaOverviewFromWikipedia.pptx,HealthCanadaOverviewFromWikipedia.pptx,AD/BLUO,.pptx,0.037021,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\directory_test_files\HealthCanadaOverviewFromWikipedia.pptx,"{""author"": ""Test Author One"", ""last_modified_by"": ""Test last_modified_by One"", ""num_slides"": 4, ""has_password"": false}"
tests\resources\directory_test_files\directory_test_files\directory_test_files\SampleReport.zip,SampleReport.zip,AD/BLUO,.zip,0.064254,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files\directory_test_files\directory_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\directory_test_files\directory_test_files\SampleReport.zip,"{""num_files"": 3, ""file_types"": {""docx"": 2, ""pptx"": 1}, ""file_names"": [""SampleReport.docx"", ""SampleReport.pptx"", ""HealthCanadaOverviewFromWikipedia.docx""]}"
tests\resources\directory_test_files\ \New folder\Test_for_RTF.rtf,Test_for_RTF.rtf,AD/BLUO,.rtf,0.103257,2024-01-15 15:33:59,2024-03-01 13:08:36,2024-01-15 15:33:59,tests\resources\directory_test_files\ \New folder,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\ \New folder\Test_for_RTF.rtf,{}
tests\resources\directory_test_files_corrupted\government_of_canada_wikipedia_corrupted.txt,government_of_canada_wikipedia_corrupted.txt,AD/BLUO,.txt,0.039052,2024-01-15 15:33:59,2024-03-01 13:09:55,2024-01-15 15:33:59,tests\resources\directory_test_files_corrupted,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files_corrupted\government_of_canada_wikipedia_corrupted.txt,"{""error"": ""FileProcessingFailedError""}"
tests\resources\similarity_test_files\aviation_safety.txt,aviation_safety.txt,AD/BLUO,.txt,0.003888,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\aviation_safety.txt,"{""encoding"": ""utf-8"", ""num_lines"": 82, ""num_words"": 551}"
tests\resources\similarity_test_files\canadian_constitution.txt,canadian_constitution.txt,AD/BLUO,.txt,0.006541,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\canadian_constitution.txt,"{""encoding"": ""utf-8"", ""num_lines"": 50, ""num_words"": 1011}"
tests\resources\similarity_test_files\climate_change_causes.txt,climate_change_causes.txt,AD/BLUO,.txt,0.008382,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\climate_change_causes.txt,"{""encoding"": ""utf-8"", ""num_lines"": 45, ""num_words"": 1269}"
tests\resources\similarity_test_files\coronavirus_symptoms.txt,coronavirus_symptoms.txt,AD/BLUO,.txt,0.005703,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\coronavirus_symptoms.txt,"{""encoding"": ""utf-8"", ""num_lines"": 127, ""num_words"": 869}"
tests\resources\similarity_test_files\CPP_disability_benefits.txt,CPP_disability_benefits.txt,AD/BLUO,.txt,0.005467,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\CPP_disability_benefits.txt,"{""encoding"": ""ascii"", ""num_lines"": 111, ""num_words"": 825}"
tests\resources\similarity_test_files\CPP_retirement_pension.txt,CPP_retirement_pension.txt,AD/BLUO,.txt,0.005187,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\CPP_retirement_pension.txt,"{""encoding"": ""utf-8"", ""num_lines"": 87, ""num_words"": 873}"
tests\resources\similarity_test_files\documents_for_express_entry.txt,documents_for_express_entry.txt,AD/BLUO,.txt,0.00264,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\documents_for_express_entry.txt,"{""encoding"": ""utf-8"", ""num_lines"": 41, ""num_words"": 406}"
tests\resources\similarity_test_files\EI_regular_benefits.txt,EI_regular_benefits.txt,AD/BLUO,.txt,0.004278,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\EI_regular_benefits.txt,"{""encoding"": ""utf-8"", ""num_lines"": 65, ""num_words"": 721}"
tests\resources\similarity_test_files\express_entry.txt,express_entry.txt,AD/BLUO,.txt,0.002471,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\express_entry.txt,"{""encoding"": ""utf-8"", ""num_lines"": 55, ""num_words"": 410}"
tests\resources\similarity_test_files\funding_culture_history_sport.txt,funding_culture_history_sport.txt,AD/BLUO,.txt,0.007667,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\funding_culture_history_sport.txt,"{""encoding"": ""utf-8"", ""num_lines"": 48, ""num_words"": 1016}"
tests\resources\similarity_test_files\healthcare_system.txt,healthcare_system.txt,AD/BLUO,.txt,0.005377,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\healthcare_system.txt,"{""encoding"": ""ascii"", ""num_lines"": 120, ""num_words"": 737}"
tests\resources\similarity_test_files\history_of_canada.txt,history_of_canada.txt,AD/BLUO,.txt,0.004337,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\history_of_canada.txt,"{""encoding"": ""utf-8"", ""num_lines"": 42, ""num_words"": 666}"
tests\resources\similarity_test_files\how_courts_are_organized.txt,how_courts_are_organized.txt,AD/BLUO,.txt,0.006919,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\how_courts_are_organized.txt,"{""encoding"": ""utf-8"", ""num_lines"": 65, ""num_words"": 1021}"
tests\resources\similarity_test_files\national_security_act.txt,national_security_act.txt,AD/BLUO,.txt,0.001492,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\national_security_act.txt,"{""encoding"": ""utf-8"", ""num_lines"": 16, ""num_words"": 212}"
tests\resources\similarity_test_files\net_zero_emissions_by_2050.txt,net_zero_emissions_by_2050.txt,AD/BLUO,.txt,0.004307,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\net_zero_emissions_by_2050.txt,"{""encoding"": ""utf-8"", ""num_lines"": 33, ""num_words"": 641}"
tests\resources\similarity_test_files\origin_of_name_canada.txt,origin_of_name_canada.txt,AD/BLUO,.txt,0.002784,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\origin_of_name_canada.txt,"{""encoding"": ""utf-8"", ""num_lines"": 23, ""num_words"": 456}"
tests\resources\similarity_test_files\personal_income_tax.txt,personal_income_tax.txt,AD/BLUO,.txt,0.003124,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\personal_income_tax.txt,"{""encoding"": ""ascii"", ""num_lines"": 66, ""num_words"": 525}"
tests\resources\similarity_test_files\start_a_business.txt,start_a_business.txt,AD/BLUO,.txt,0.010039,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\start_a_business.txt,"{""encoding"": ""utf-8"", ""num_lines"": 209, ""num_words"": 1445}"
tests\resources\similarity_test_files\travel_advisories.txt,travel_advisories.txt,AD/BLUO,.txt,0.018111,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\travel_advisories.txt,"{""encoding"": ""utf-8"", ""num_lines"": 488, ""num_words"": 2188}"
tests\resources\similarity_test_files\visitors_to_canada.txt,visitors_to_canada.txt,AD/BLUO,.txt,0.016741,2024-02-05 18:09:38,2024-03-01 13:08:37,2024-02-05 18:09:38,tests\resources\similarity_test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\visitors_to_canada.txt,"{""encoding"": ""utf-8"", ""num_lines"": 182, ""num_words"": 2686}"
tests\resources\test_files\2021_Census_English.csv,2021_Census_English.csv,AD/BLUO,.csv,5.384414,2023-11-14 22:13:20,2024-03-01 13:08:45,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\2021_Census_English.csv,"{""encoding"": ""ISO-8859-1"", ""num_rows"": 36835, ""num_cols"": 23, ""num_cells"": 847205, ""empty_cells"": 253932}"
tests\resources\test_files\2021_Census_English_corrupted.csv,2021_Census_English_corrupted.csv,AD/BLUO,.csv,5.347579,2024-01-15 15:33:59,2024-03-01 13:10:24,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\2021_Census_English_corrupted.csv,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\align.py,align.py,AD/BLUO,.py,0.006386,2024-01-15 15:34:00,2024-03-01 13:09:08,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\align.py,"{""num_lines"": 213, ""num_functions"": 8, ""num_classes"": 0}"
tests\resources\test_files\Approved_Schools_2023_10_01.csv,Approved_Schools_2023_10_01.csv,AD/BLUO,.csv,1.4459,2024-01-15 15:33:59,2024-03-01 13:09:08,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Approved_Schools_2023_10_01.csv,"{""encoding"": ""UTF-8-SIG"", ""num_rows"": 5385, ""num_cols"": 13, ""num_cells"": 70005, ""empty_cells"": 73}"
tests\resources\test_files\ArtificialNeuralNetworksForBeginners.pdf,ArtificialNeuralNetworksForBeginners.pdf,AD/BLUO,.pdf,0.221266,2024-01-15 15:33:59,2024-03-01 13:09:08,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\ArtificialNeuralNetworksForBeginners.pdf,"{""has_password"": false, ""author"": ""Carlos Gershenson"", ""producer"": ""Corel PDF Engine Version 11.245""}"
tests\resources\test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,ArtificialNeuralNetworksForBeginners_Locked.pdf,AD/BLUO,.pdf,0.222102,2024-01-15 15:33:59,2024-03-01 13:09:09,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,"{""has_password"": true}"
